id,emoji,name,name-ja,slug,alias-ja,isUserPref,isTeamPref,isUserActivity,isTeamActivity,isOrgPref,isPersonalEvent,isPersonalEventEntryPoint,isTeamEvent,isTeamEventEntryPoint,isEventResult,isPersonalRecord,resultCriteria,gameEndFactor,recordValue,category1,category2,category3
00b6ccd4-cdde-49ce-9b95-d122c55a4cec,🏊,Competitive breaststroke 100m,競泳平泳ぎ100m,Competitive-breaststroke-100m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
3f923ccc-a348-4f7e-9c0e-d4d125047fd8,🏊,Competitive breaststroke 200m,競泳平泳ぎ200m,Competitive-breaststroke-200m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
238c2935-f4b6-4466-8038-018674d213cf,🏊,competitive butterfly swimming,競泳バタフライ,competitive-butterfly-swimming,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,record,finish,,swimming,競泳,
2f945e32-0d78-4fdd-93f4-b912c8c1c91d,🏊,Competitive butterfly swimming 50m,競泳バタフライ50m,Competitive-butterfly-swimming-50m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
53a85693-08a7-4f83-a1d0-6813932cf8e3,🏊,Competitive butterfly swimming 100m,競泳バタフライ100m,Competitive-butterfly-swimming-100m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
2a560997-d4ee-42cc-945f-2ef4a68a41ca,🏊,Swimming butterfly 200m,競泳バタフライ200m,Swimming-butterfly-200m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
f09f21a7-38d6-49d0-a6b6-f6890a6e6541,🏊,swimming individual medley,競泳個人メドレー,swimming-individual-medley,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,record,finish,,swimming,競泳,
f7fa9bd7-a8a0-47fb-a8eb-7a965f7d1102,🏊,Swimming individual medley 200m,競泳個人メドレー200m,Swimming-individual-medley-200m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
c27c22e4-36bb-42e5-a847-c391123cf112,🏊,Swimming individual medley 400m,競泳個人メドレー400m,Swimming-individual-medley-400m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
659da5c4-18f6-4bc7-bd9a-aa6fdbcb7ed3,🏊,Swimming free medley,競泳フリーリレー,Swimming-free-medley,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,record,finish,,swimming,競泳,
974bfd0d-67e6-4e92-ba7b-5e1335d72d9f,🏊,Swimming free medley 400m,競泳フリーリレー400m,Swimming-free-medley-400m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,record,finish,time,swimming,競泳,
6e97ac7f-0048-49ff-93d9-489ddae066a7,🏊,Swimming free medley 800m,競泳フリーリレー800m,Swimming-free-medley-800m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,record,finish,time,swimming,競泳,
ae40d3d3-7b1a-4de7-a28f-0a459d10a9e9,🏊,swimming medley relay,競泳メドレーリレー,swimming-medley-relay,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,record,finish,,swimming,競泳,
fc4967b0-cb56-4c74-a8d4-c5ae9f9aacdf,🏊,Swimming medley relay 400m,競泳メドレーリレー400m,Swimming-medley-relay-400m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,record,finish,time,swimming,競泳,
aaed69db-0bff-4f36-8772-35ad693cb47a,🏊,Swimming medley relay 400m,競泳メドレーリレー800m,Swimming-medley-relay-800m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,record,finish,time,swimming,競泳,
adbbf395-5775-43b5-9120-67c4b4e5a103,🏊,Swimming mixed free relay,競泳男女混合フリーリレー,Swimming-mixed-free-relay,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,record,finish,,swimming,競泳,
ec11622d-42e3-42ac-9b3b-f0860d25e1bf,🏊,Swimming mixed free relay 400m,競泳男女混合フリーリレー400m,Swimming-mixed-free-relay-400m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,record,finish,time,swimming,競泳,
