id,emoji,name,name-ja,slug,alias-ja,isUserPref,isTeamPref,isUserActivity,isTeamActivity,isOrgPref,isPersonalEvent,isPersonalEventEntryPoint,isTeamEvent,isTeamEventEntryPoint,isEventResult,isPersonalRecord,resultCriteria,gameEndFactor,recordValue,category1,category2,category3
dbe2ddb3-1e01-4262-bf37-97b6065507b1,🏊,competitive swimming,競泳,competitive-swimming,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,record,finish,,swimming,競泳,
9b773bb7-979e-4fdf-9b15-995208e58d41,🏊,Competitive freestyle swimming,競泳自由型,Competitive-freestyle-swimming,水泳 クロール,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,record,finish,,swimming,競泳,
4c1b3c2e-2ef3-4eb0-908a-7f1be1ca0ce7,🏊,Swimming freestyle 25m,競泳自由型25ｍ,Swimming-freestyle-25m,水泳 クロール,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,,,
94888d0b-c1eb-4d5f-9ff1-c6f2e4c95a1c,🏊,Swimming freestyle 50m,競泳自由型50ｍ,Swimming-freestyle-50m,水泳 クロール,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
a8ff59c4-e3a5-46ba-9239-5fe701e01162,🏊,Swimming freestyle 100m,競泳自由型100ｍ,Swimming-freestyle-100m,水泳 クロール,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
9d991495-84dc-4347-88c7-c31f0986284d,🏊,Swimming freestyle 200m,競泳自由型200m,Swimming-freestyle-200m,水泳 クロール,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
5e09f2a0-a198-4dab-ac62-b01ead6dfcbb,🏊,Swimming freestyle 400m,競泳自由型400m,Swimming-freestyle-400m,水泳 クロール,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
2c926ed1-46ba-4547-a70d-0799bcb8c634,🏊,Swimming freestyle 800m,競泳自由型800m,Swimming-freestyle-800m,水泳 クロール,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
25028dc6-c125-41d1-8b48-06c05223a00d,🏊,Swimming freestyle 1500m,競泳自由型1500m,Swimming-freestyle-1500m,水泳 クロール,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
bcefa358-d1dd-49d5-ae55-5d9f03a0a353,🏊,competitive backstroke,競泳背泳ぎ,competitive-backstroke,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,record,finish,,swimming,競泳,
8d649c96-62db-456a-a14a-a68a17b8a8ec,🏊,Competitive backstroke 50m,競泳背泳ぎ50m,Competitive-backstroke-50m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
0d04aae8-64ca-4598-86dd-996a3f37aa46,🏊,Competitive backstroke 100m,競泳背泳ぎ100m,Competitive-backstroke-100m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
e9422b69-7a33-479a-a313-acb6bda33f83,🏊,Competitive backstroke 200m,競泳背泳ぎ200m,Competitive-backstroke-200m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
9c4944f2-092a-4765-b5b8-e0847af82a24,🏊,competitive breaststroke,競泳平泳ぎ,competitive-breaststroke,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,record,finish,,swimming,競泳,
ecdff9a3-b803-4ed5-991f-63ef288e0f5f,🏊,Competitive breaststroke 50m,競泳平泳ぎ50m,Competitive-breaststroke-50m,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,record,finish,time,swimming,競泳,
